painting,predicted_emotion,similarity
giovanni-domenico-tiepolo_minuet-1756,This artwork conveys a feeling of excitement.,0.21773718297481537
hans-von-aachen_matthias-holy-roman-emperor-as-king-of-bohemia-1612,This artwork conveys a feeling of disgust.,0.3817168176174164
genevieve-asse_sans-titre-viii-1984,This artwork conveys a feeling of contentment.,0.16418640315532684
james-tissot_caricature-of-john-pender,This artwork conveys a feeling of disgust.,0.29112207889556885
georges-braque_guitar-program-statue-d-epouvante-1913,This artwork conveys a feeling of contentment.,0.22971908748149872
rembrandt_self-portrait-in-a-fur-cap-bust-1630,This artwork conveys a feeling of contentment.,0.35236501693725586
maria-primachenko_black-monkey-1936,This artwork conveys a feeling of contentment.,0.3046782612800598
dmitry-levitzky_portrait-of-e-i-molchanova-1776,This artwork conveys a feeling of contentment.,0.36713045835494995
paul-cezanne_bather-1887,This artwork conveys a feeling of disgust.,0.2929065525531769
marko-pogacnik_untitled,This artwork conveys a feeling of amusement.,0.29706910252571106
sven-lukin_diamond-head-1964,This artwork conveys a feeling of awe.,0.2492576241493225
adriaen-brouwer_the-drinker,This artwork conveys a feeling of contentment.,0.4776630103588104
georges-braque_the-duet-1937,This artwork conveys a feeling of contentment.,0.33135369420051575
patrick-caulfield_glazed-earthenware-1976,This artwork conveys a feeling of contentment.,0.2376544177532196
walasse-ting_sweet-milky-way-1969,This artwork conveys a feeling of awe.,0.2896485924720764
pablo-picasso_crouching-female-nude-1959,This artwork conveys a feeling of disgust.,0.25470906496047974
robert-indiana_summer-i-hope-wall-rainbow-roll-1-2010,This artwork conveys a feeling of contentment.,0.2360750287771225
hieronymus-bosch_beehive-and-witches,This artwork conveys a feeling of contentment.,0.3454258143901825
amedeo-modigliani_young-man-with-cap-1919,This artwork conveys a feeling of disgust.,0.5896835923194885
john-french-sloan_boy-with-piccolo-1904,This artwork conveys a feeling of contentment.,0.32007089257240295
george-stubbs_baronet-1794,This artwork conveys a feeling of contentment.,0.29321619868278503
adriaen-brouwer_youth-making-a-face,This artwork conveys a feeling of contentment.,0.2964145541191101
peter-max_toulouse-lautrec-1966,This artwork conveys a feeling of amusement.,0.3462578058242798
marc-chagall_pliushkin-treats-tchtchikov,This artwork conveys a feeling of fear.,0.29565539956092834
francois-boucher_triumph-of-venus-1740(1),This artwork conveys a feeling of awe.,0.3054918348789215
henri-rousseau_exotic-landscape-1908,This artwork conveys a feeling of contentment.,0.2751029431819916
rembrandt_marten-looten,This artwork conveys a feeling of contentment.,0.2929812967777252
keith-haring_untitled-1986,This artwork conveys a feeling of amusement.,0.3214324712753296
otto-freundlich_head-self-portrait-1923,This artwork conveys a feeling of anger.,0.1853194385766983
terry-frost_stacked-on-the-side-1970,This artwork conveys a feeling of awe.,0.18114565312862396
pablo-picasso_harlequin-1915,This artwork conveys a feeling of anger.,0.19575443863868713
thomas-theodor-heine_the-two-dachshunds-1906,This artwork conveys a feeling of contentment.,0.27909693121910095
edouard-manet_the-balcony-1869,This artwork conveys a feeling of disgust.,0.26908499002456665
diego-velazquez_count-duke-of-olivares,This artwork conveys a feeling of contentment.,0.5344939827919006
aldo-mondino_collage-1973,This artwork conveys a feeling of contentment.,0.2003318965435028
fernando-botero_self-portrait-as-spanish-conquistador,This artwork conveys a feeling of amusement.,0.3545209765434265
utagawa-kuniyoshi_women-11,This artwork conveys a feeling of contentment.,0.32003331184387207
carl-bloch_in-a-roman-osteria-1866,This artwork conveys a feeling of contentment.,0.43670856952667236
valerio-adami_hotel-chelsea-bathroom-1968,This artwork conveys a feeling of amusement.,0.23993641138076782
edward-ruscha_actual-size-1962,This artwork conveys a feeling of amusement.,0.2546618580818176
fernand-leger_red-pot-1926,This artwork conveys a feeling of contentment.,0.25013789534568787
henri-de-toulouse-lautrec_moulin-rouge-l-union-franco-russian,This artwork conveys a feeling of disgust.,0.31686484813690186
pieter-bruegel-the-elder_the-painter-and-the-art-lover-1565,This artwork conveys a feeling of disgust.,0.21975648403167725
george-luks_portrait-of-a-girl-in-black,This artwork conveys a feeling of contentment.,0.6919877529144287
antonio-palolo_untitled-1968,This artwork conveys a feeling of excitement.,0.35578325390815735
arman-manookian_hawaiian-flowers,This artwork conveys a feeling of contentment.,0.30211111903190613
michel-carrade_unknown-title-16,This artwork conveys a feeling of awe.,0.1971992403268814
victor-pasmore_the-passion-flower-1986,This artwork conveys a feeling of disgust.,0.17931681871414185
pablo-picasso_the-absinthe-drinker-1901-1,This artwork conveys a feeling of disgust.,0.3403915464878082
william-hogarth_the-graham-children-1742,This artwork conveys a feeling of amusement.,0.31272003054618835
diego-velazquez_democritus-1629,This artwork conveys a feeling of contentment.,0.38813698291778564
george-stubbs_pavian-and-albino-makake,This artwork conveys a feeling of fear.,0.2764679491519928
andy-warhol_cherub-and-horse-1956,This artwork conveys a feeling of amusement.,0.49693065881729126
fernando-botero_lefty-and-his-gang,This artwork conveys a feeling of amusement.,0.4539227783679962
lucas-cranach-the-elder_portrait-of-martin-luther-as-an-augustinian-monk,This artwork conveys a feeling of disgust.,0.4301668107509613
carl-larsson_christmas-morning-1894(1),This artwork conveys a feeling of contentment.,0.29443949460983276
utagawa-kuniyoshi_the-actor-7,This artwork conveys a feeling of contentment.,0.5128313302993774
gene-davis_jack-in-the-box-1969,This artwork conveys a feeling of awe.,0.2112833857536316
keisai-eisen_oiso(1),This artwork conveys a feeling of contentment.,0.6437388062477112
wassily-kandinsky_landscape-with-factory-chimney-1910,This artwork conveys a feeling of excitement.,0.25148510932922363
pablo-picasso_lying-naked-woman-the-voyeurs-1955,This artwork conveys a feeling of disgust.,0.3730604350566864
juan-gris_portrait-of-a-man-1923,This artwork conveys a feeling of contentment.,0.2247818559408188
judith-leyster_laughing-children-with-a-cat-1629,This artwork conveys a feeling of contentment.,0.6279301643371582
henri-matisse_the-snail-1953,This artwork conveys a feeling of contentment.,0.24226634204387665
kitagawa-utamaro_yamanba-and-kintaro-sakazuki,This artwork conveys a feeling of contentment.,0.7287759780883789
maurice-quentin-de-la-tour_portrait-of-abbot,This artwork conveys a feeling of contentment.,0.5390422344207764
james-tissot_men-or-women-of-the-day-no-300-caricature-of-don-manuel-rances-y-villanueva,This artwork conveys a feeling of disgust.,0.44579559564590454
tony-smith_die-1968,This artwork conveys a feeling of awe.,0.3074451982975006
agostino-carracci_angelica-and-medor,This artwork conveys a feeling of contentment.,0.3331313729286194
eduardo-paolozzi_i-was-a-rich-man-s-plaything-1947,This artwork conveys a feeling of amusement.,0.26429951190948486
edouard-manet_young-woman-in-a-round-hat-1877,This artwork conveys a feeling of contentment.,0.34412693977355957
frans-hals_mulatto-1627,This artwork conveys a feeling of contentment.,0.4643058478832245
vincent-van-gogh_the-zouave-half-length-1888,This artwork conveys a feeling of disgust.,0.5649237632751465
giovanni-battista-tiepolo_rinaldo-and-armida-1753,This artwork conveys a feeling of disgust.,0.26118767261505127
carl-ludwig-johann-christineck_nikolai-mordvinov-1771,This artwork conveys a feeling of contentment.,0.32098835706710815
tsukioka-yoshitoshi_looking-shy-the-appearance-of-a-young-girl-of-the-meiji-era,This artwork conveys a feeling of contentment.,0.7096517086029053
mario-schifano_untitled,This artwork conveys a feeling of contentment.,0.22264009714126587
odilon-redon_head-on-a-stem,This artwork conveys a feeling of disgust.,0.28130385279655457
konstantin-somov_lovers-2,This artwork conveys a feeling of amusement.,0.3088896572589874
joshua-reynolds_portrait-of-joseph-baretti,This artwork conveys a feeling of disgust.,0.3059300482273102
max-pechstein_dancer-pair-of-dancers-1909(1),This artwork conveys a feeling of anger.,0.1967637985944748
helen-frankenthaler_untitled-1965,This artwork conveys a feeling of excitement.,0.2784133851528168
hiro-yamagata_not-detected-272407,This artwork conveys a feeling of excitement.,0.4488024115562439
joshua-reynolds_david-garrick-between-tragedy-and-comedy-1761(1),This artwork conveys a feeling of contentment.,0.3552139103412628
fernand-leger_three-musicians-1930,This artwork conveys a feeling of contentment.,0.38978809118270874
koloman-moser_design-of-100-crowns-bill-1910,This artwork conveys a feeling of contentment.,0.23005495965480804
frank-bowling_rush-green-1977,This artwork conveys a feeling of awe.,0.24494849145412445
amedeo-modigliani_bride-and-groom-the-couple,This artwork conveys a feeling of disgust.,0.4641290307044983
olexandr-archipenko_seated-female-nude-with-left-hand-on-right-leg,This artwork conveys a feeling of contentment.,0.41506344079971313
eric-fischl_growing-up-in-the-company-of-women-ii,This artwork conveys a feeling of amusement.,0.3767596483230591
lucas-cranach-the-elder_christoph-von-scheurl-1509,This artwork conveys a feeling of disgust.,0.6070097088813782
hiroshige_katsuwonus-pelamis,This artwork conveys a feeling of contentment.,0.5127999782562256
august-macke_woman-with-a-yellow-jacket-1913,This artwork conveys a feeling of contentment.,0.2769966125488281
esteban-vicente_numero-10-1983,This artwork conveys a feeling of excitement.,0.19695183634757996
hiro-yamagata_not-detected-272406,This artwork conveys a feeling of excitement.,0.3195725977420807
victor-pasmore_il-labirinto-della-psiche-1986,This artwork conveys a feeling of contentment.,0.1791917085647583
henri-rousseau_self-portrait-1900,This artwork conveys a feeling of amusement.,0.30657321214675903
vasily-perov_tea-party-at-mytishchi-near-moscow-1862,This artwork conveys a feeling of contentment.,0.5763664245605469
forrest-bess_untitled-1957,This artwork conveys a feeling of excitement.,0.19824734330177307
antonio-ligabue_tiger(1),This artwork conveys a feeling of awe.,0.2149926871061325
albert-gleizes_femme-cubiste-1921,This artwork conveys a feeling of contentment.,0.17234374582767487
bela-czobel_painters-outdoor-1906,This artwork conveys a feeling of contentment.,0.33698365092277527
eric-fischl_so-she-moved-into-the-light,This artwork conveys a feeling of amusement.,0.32698854804039
henri-de-toulouse-lautrec_jane-avril-1892,This artwork conveys a feeling of disgust.,0.32486775517463684
lucas-cranach-the-elder_venus-and-cupid-1525,This artwork conveys a feeling of disgust.,0.24344751238822937
paolo-veronese_illusory-door-1561,This artwork conveys a feeling of awe.,0.2587147653102875
robert-nickle_untitled-black-on-orange-1969,This artwork conveys a feeling of awe.,0.22844576835632324
robert-ryman_convert-1988,This artwork conveys a feeling of awe.,0.37103936076164246
paul-cezanne_a-modern-olympia-1874,This artwork conveys a feeling of excitement.,0.2815920412540436
billy-apple_join-our-union-jack-young-commonwealth-artists-1962,This artwork conveys a feeling of anger.,0.23141856491565704
nicholas-roerich_monhigan-study-1922-12,This artwork conveys a feeling of awe.,0.3815981149673462
joan-snyder_landscape-1970,This artwork conveys a feeling of contentment.,0.20312078297138214
mark-rothko_red-white-and-brown,This artwork conveys a feeling of awe.,0.26866379380226135
frans-snyders_fish-shop,This artwork conveys a feeling of contentment.,0.4852159917354584
peter-paul-rubens_juno-and-argus,This artwork conveys a feeling of contentment.,0.19854065775871277
diego-rivera_zapata-1931,This artwork conveys some other feeling.,0.20252254605293274
albrecht-durer_the-descent-of-the-holy-spirit-1511,This artwork conveys a feeling of excitement.,0.1899137645959854
el-greco_portrait-of-jeronimo-de-cevallos-1613,This artwork conveys a feeling of amusement.,0.18810100853443146
john-atkinson-grimshaw_endymion-on-mount-latmus-1879,This artwork conveys a feeling of contentment.,0.2247617393732071
kuzma-petrov-vodkin_picture-to-picture-game-boy-1911,This artwork conveys a feeling of contentment.,0.25065475702285767
mstislav-dobuzhinsky_a-month-in-the-country-1909,This artwork conveys a feeling of awe.,0.3148308992385864
mario-nuzzi_the-angel-of-the-annunciation-in-a-garland-of-flowers,This artwork conveys a feeling of contentment.,0.4973284602165222
heorhiy-narbut_illustration-to-wooden-eagle-1909-1,This artwork conveys a feeling of contentment.,0.3248947858810425
jay-defeo_untitled-shoetree-series-1977,This artwork conveys a feeling of awe.,0.17544113099575043
luca-signorelli_crucifixion-of-st-sepulchre,This artwork conveys a feeling of contentment.,0.24544280767440796
raphael-kirchner_maid-of-athens-1900-6,This artwork conveys a feeling of amusement.,0.4561988413333893
vasily-sadovnikov_interior-of-trinitarian-church-in-vilnius-lithuania-1846,This artwork conveys a feeling of awe.,0.5272350311279297
giovanni-battista-tiepolo_the-virgin-appearing-to-dominican-saints,This artwork conveys a feeling of awe.,0.24091820418834686
emil-nolde_sunflowers-1917,This artwork conveys a feeling of contentment.,0.35424932837486267
titian_mater-dolorosa-1550,This artwork conveys a feeling of contentment.,0.34835904836654663
nicholas-roerich_untitled-1908,This artwork conveys a feeling of awe.,0.20597101747989655
fyodor-vasilyev_illumination-in-st-petersburg,This artwork conveys a feeling of awe.,0.21506300568580627
andrea-del-castagno_equestrian-monument-to-niccolo-da-tolentino-1456,This artwork conveys a feeling of awe.,0.3437129259109497
jacob-jordaens_the-satyr-with-the-peasants-1620,This artwork conveys a feeling of contentment.,0.25376826524734497
neil-welliver_untitled-night-scene-study,This artwork conveys a feeling of awe.,0.38554847240448
benozzo-gozzoli_procession-of-the-magi-detail-1461,This artwork conveys a feeling of excitement.,0.227055624127388
amedeo-modigliani_reclining-nude-1917-1,This artwork conveys a feeling of contentment.,0.4340980052947998
rembrandt_moses-smashing-the-tablets-of-the-law-1659,This artwork conveys a feeling of anger.,0.27994629740715027
salvador-dali_dawn-noon-sunset-and-dusk,This artwork conveys a feeling of contentment.,0.27039051055908203
juan-gris_pipe-and-fruit-dish-with-grapes-1918,This artwork conveys a feeling of contentment.,0.23313702642917633
peter-paul-rubens_the-assumption-of-mary-1622,This artwork conveys a feeling of awe.,0.4394287168979645
joseph-wright_landscape-with-figures-and-a-tilted-cart-matlock-hogh-tor-in-the-distance,This artwork conveys a feeling of contentment.,0.6116591691970825
john-atkinson-grimshaw_iris-1886,This artwork conveys a feeling of awe.,0.22209139168262482
maurice-prendergast_the-red-cape,This artwork conveys a feeling of contentment.,0.2572315037250519
annibale-carracci_venus-adonis-and-cupid-1590,This artwork conveys a feeling of awe.,0.22359740734100342
edward-hopper_notre-dame,This artwork conveys a feeling of awe.,0.26132774353027344
domingos-sequeira_o-milagre-de-ourique-1793,This artwork conveys a feeling of awe.,0.28491154313087463
edward-hopper_queensborough-bridge,This artwork conveys a feeling of awe.,0.32776108384132385
bernardo-bellotto_view-of-warsaw-from-the-terrace-of-the-royal-castle-1773,This artwork conveys a feeling of awe.,0.40130382776260376
kuzma-petrov-vodkin_violin-1918,This artwork conveys a feeling of contentment.,0.33182331919670105
utagawa-kuniyoshi_hatsuhana-doing-penance-under-the-tonosawa-waterfall,This artwork conveys a feeling of contentment.,0.20471853017807007
joan-mitchell_salut-tom-1979,This artwork conveys a feeling of awe.,0.24626365303993225
john-constable_old-sarum-1829,This artwork conveys a feeling of awe.,0.28129225969314575
guido-reni_saint-joseph,This artwork conveys a feeling of contentment.,0.3239375352859497
pavel-svinyin_the-pennsylvania-hospital,This artwork conveys a feeling of awe.,0.2719637155532837
david-teniers-the-younger_the-picture-gallery-of-archduke-leopold-wilhelm-1640,This artwork conveys a feeling of awe.,0.4907309114933014
jacob-jordaens_neptune-creating-the-horse-1645,This artwork conveys a feeling of awe.,0.2984342873096466
giovanni-battista-tiepolo_apparition-of-the-virgin-to-st-simon-stock-1749,This artwork conveys a feeling of awe.,0.29873278737068176
joshua-reynolds_mrs-trecothick-full-length-in-turkish-masquerade-dress-beside-an-urn-of-flowers-in-a-landscape-1771,This artwork conveys a feeling of contentment.,0.37365078926086426
martiros-saryan_at-the-well-1908,This artwork conveys a feeling of awe.,0.2632649540901184
albrecht-durer_the-adoration-of-the-shepherds-1505,This artwork conveys a feeling of fear.,0.21749858558177948
gustave-caillebotte_landscape-near-yerres,This artwork conveys a feeling of contentment.,0.5511045455932617
petrus-christus_annunciation-and-nativity-1452,This artwork conveys a feeling of contentment.,0.3690919876098633
michelangelo_pius-1504,This artwork conveys a feeling of contentment.,0.3037849962711334
orest-kiprensky_portrait-of-p-gagarin-1823,This artwork conveys a feeling of contentment.,0.3633074164390564
billy-apple_photo-of-billy-apple-1964,This artwork conveys a feeling of disgust.,0.4527992606163025
pietro-perugino_polyptych-annunziata-assumption-of-mary,This artwork conveys a feeling of awe.,0.45983949303627014
allan-ramsay_portrait-of-william-colyear-viscount-milsington,This artwork conveys a feeling of disgust.,0.33581647276878357
paul-jenkins_not_detected_235718,This artwork conveys a feeling of awe.,0.26284387707710266
frederic-bazille_flowers-1868,This artwork conveys a feeling of contentment.,0.6761122345924377
konrad-witz_abishai-kneeling-before-david,This artwork conveys a feeling of contentment.,0.20803454518318176
mary-cassatt_profile-of-an-italian-woman,This artwork conveys a feeling of contentment.,0.5305161476135254
vasily-sadovnikov_interior-of-bernardine-church-in-vilnius-lithuania-1848,This artwork conveys a feeling of awe.,0.33160486817359924
paolo-veronese_mars-and-neptune-1578,This artwork conveys a feeling of awe.,0.33271652460098267
george-catlin_shonka-sabe-black-dog-chief-of-the-hunkah-division-of-the-osage-tribe-1834,This artwork conveys a feeling of contentment.,0.20505307614803314
camille-corot_the-cart,This artwork conveys a feeling of contentment.,0.47521278262138367
vasily-vereshchagin_mausoleum-of-shah-i-zinda-in-samarkand-1870,This artwork conveys a feeling of awe.,0.49753403663635254
marc-chagall_the-tree-of-jesse-1960,This artwork conveys a feeling of excitement.,0.23298379778862
pierre-auguste-renoir_head-of-a-dog-1870,This artwork conveys a feeling of contentment.,0.3497139513492584
henri-de-toulouse-lautrec_woman-s-head,This artwork conveys a feeling of disgust.,0.35186490416526794
william-adolphe-bouguereau_self-portrait-presented-to-m-sage-1886,This artwork conveys a feeling of disgust.,0.2424241006374359
jan-sluyters_odalisque,This artwork conveys a feeling of disgust.,0.2738790810108185
mikalojus-ciurlionis_village-under-the-snow-1908,This artwork conveys a feeling of awe.,0.19231319427490234
lorenzo-lotto_st-dominic-polyptych,This artwork conveys a feeling of awe.,0.2804529070854187
robert-silvers_girl-with-the-pearl-earring-2008,This artwork conveys a feeling of awe.,0.3044579029083252
domingos-sequeira_the-worship-of-the-mages-1828,This artwork conveys a feeling of awe.,0.3823919892311096
paolo-veronese_ceiling-paintings-1582,This artwork conveys a feeling of awe.,0.5009677410125732
edouard-manet_woman-in-a-tub,This artwork conveys a feeling of disgust.,0.2956598103046417
albrecht-durer_rhinoceros-1515,This artwork conveys a feeling of amusement.,0.26711517572402954
egon-schiele_arthur-roessler-1910,This artwork conveys a feeling of disgust.,0.41306453943252563
benozzo-gozzoli_view-of-the-right-hand-wall-of-the-chapel-1465,This artwork conveys a feeling of awe.,0.5593896508216858
cima-da-conegliano_st-jerome-in-the-wilderness,This artwork conveys a feeling of contentment.,0.46200865507125854
odilon-redon_girl-with-chrysanthemums,This artwork conveys some other feeling.,0.18674615025520325
henri-fantin-latour_chrysanthemums-1871,This artwork conveys a feeling of contentment.,0.45210161805152893
paul-jenkins_not_detected_235689,This artwork conveys a feeling of fear.,0.24100059270858765
albrecht-altdorfer_the-beautiful-virgin-of-regensburg-1520,This artwork conveys a feeling of disgust.,0.2572474777698517
james-tissot_moses-speaks-to-pharaoh,This artwork conveys a feeling of amusement.,0.17431128025054932
mikhail-vrubel_yellow-roses-1894,This artwork conveys a feeling of contentment.,0.45833271741867065
jacopo-pontormo_study-for-the-lunette-with-vertumnus-and-pomona-1519,This artwork conveys a feeling of awe.,0.2680578827857971
hans-memling_st-ursula-and-her-companions-from-the-reliquary-of-st-ursula-1489,This artwork conveys a feeling of disgust.,0.4683815538883209
peter-paul-rubens_st-jerome-in-his-hermitage-1609,This artwork conveys a feeling of contentment.,0.23655550181865692
albrecht-durer_the-cathedral-of-aix-la-chapelle-with-its-surroundings-seen-from-the-coronation-hall-1520,This artwork conveys a feeling of awe.,0.40735960006713867
andre-bauchant_unknown-title,This artwork conveys a feeling of contentment.,0.4280417561531067
gerrit-dou_still-life-with-a-boy-blowing-soap-bubbles-1636,This artwork conveys a feeling of fear.,0.31120333075523376
pietro-perugino_the-ascension-of-christ-1498,This artwork conveys a feeling of awe.,0.3303631842136383
sam-francis_her-blue-deeps-1972,This artwork conveys a feeling of awe.,0.44822537899017334
ernst-ludwig-kirchner_book-illustration-side-of-the-military-road,This artwork conveys a feeling of disgust.,0.20921097695827484
marc-chagall_illustration-for-louis-aragon-s-work-one-who-says-things-without-saying-anything-1976-3,This artwork conveys a feeling of sadness.,0.1908445954322815
albrecht-durer_hohenasperg-siege-by-georg-von-frundsberg-in-war-of-swabian-federal-versus-herzog-ulrich,This artwork conveys a feeling of awe.,0.43093791604042053
thomas-gainsborough_portrait-of-grace-dalrymple-elliott,This artwork conveys a feeling of contentment.,0.4028290808200836
raphael_vision-of-a-knight,This artwork conveys a feeling of contentment.,0.35306602716445923
heorhiy-narbut_illustration-fairy-tales-teremok-mizgir-1910-7,This artwork conveys a feeling of amusement.,0.23290866613388062
koloman-moser_daghestan-rug-design-bubbles-for-backhausen-1899,This artwork conveys a feeling of contentment.,0.18332931399345398
franz-stuck_angel-with-the-flaming-sword-1889,This artwork conveys a feeling of excitement.,0.20859986543655396
domingos-sequeira_allegory-of-the-virtues-of-king-jo-o-vi-1800,This artwork conveys a feeling of excitement.,0.3169648349285126
gustave-caillebotte_the-kitchen-garden-yerres,This artwork conveys a feeling of contentment.,0.3643431067466736
pablo-picasso_still-life-1914,This artwork conveys a feeling of contentment.,0.29230207204818726
paul-gauguin_garden-in-rue-carcel,This artwork conveys a feeling of contentment.,0.8072431683540344
maurice-quentin-de-la-tour_marc-rene-marquis-de-voyer-d-argenson,This artwork conveys a feeling of awe.,0.2534901201725006
william-turner_interior-of-salisbury-cathedral,This artwork conveys a feeling of awe.,0.4588075578212738
benozzo-gozzoli_saint-ursula-with-angels-and-donor-detail-1,This artwork conveys a feeling of contentment.,0.24278800189495087
parmigianino_a-turkish-slave,This artwork conveys a feeling of contentment.,0.3847784399986267
karl-bryullov_portrait-of-grand-duchess-elena-pavlovna-and-her-daughter-maria,This artwork conveys a feeling of contentment.,0.3490700423717499
vincent-van-gogh_tree-with-ivy-in-the-asylum-garden-1889,This artwork conveys a feeling of excitement.,0.22668752074241638
katsushika-hokusai_inside-the-courtyard-of-the-toeizan-temple-at-ueno,This artwork conveys a feeling of excitement.,0.37609055638313293
gustave-moreau_the-triumph-of-alexander-the-great-1892,This artwork conveys a feeling of awe.,0.6250396966934204
gregorio-lopes_apresenta-o-do-menino-no-templo-1520,This artwork conveys a feeling of excitement.,0.19438312947750092
lucas-cranach-the-elder_the-crucifixion-with-the-converted-centurion-1536,This artwork conveys a feeling of amusement.,0.2966725528240204
giovanni-boldini_a-friend-of-the-marquis-1875,This artwork conveys a feeling of disgust.,0.20935265719890594
paul-jenkins_pawnee,This artwork conveys a feeling of awe.,0.25571897625923157
pierre-auguste-renoir_georgette-charpentier-seated-1876,This artwork conveys a feeling of contentment.,0.3543672263622284
john-french-sloan_spring-rain-new-york-1912,This artwork conveys a feeling of contentment.,0.4874632656574249
arshile-gorky_water-of-the-flowery-mill,This artwork conveys a feeling of excitement.,0.40003788471221924
vincent-van-gogh_a-group-of-figures-on-the-beach(1),This artwork conveys a feeling of awe.,0.13072754442691803
maurice-prendergast_easter-procession-st-mark-s,This artwork conveys a feeling of awe.,0.33381494879722595
titian_st-jerome-1575,This artwork conveys a feeling of anger.,0.2633949816226959
giovanni-bellini_madonna-and-child-1,This artwork conveys a feeling of disgust.,0.289276123046875
bernardo-bellotto_view-of-turin-from-the-gardens-of-the-palazzo-reale-1745,This artwork conveys a feeling of awe.,0.4001427888870239
georges-braque_violin-and-candlestick-1910,This artwork conveys a feeling of awe.,0.31990936398506165
ion-pacea_midnight-sun,This artwork conveys a feeling of excitement.,0.1978049874305725
parmigianino_portrait-of-a-young-lady-1537,This artwork conveys a feeling of disgust.,0.38562944531440735
hans-holbein-the-younger_lady-elyot,This artwork conveys a feeling of contentment.,0.3886381685733795
ogata-gekko_nihon-hana-zue-1896-3,This artwork conveys a feeling of contentment.,0.44063180685043335
tsukioka-yoshitoshi_looking-refined-a-court-lady-of-the-kyowa-era,This artwork conveys a feeling of contentment.,0.5447071194648743
vincent-van-gogh_standing-female-nude-seen-from-the-front-1886,This artwork conveys a feeling of contentment.,0.2483808696269989
francisco-goya_the-annunciation-1785,This artwork conveys a feeling of awe.,0.3989050090312958
hans-memling_the-triptych-of-willem-moreel-middle-panel-saint-christopher-with-saint-maurus-of-glanfeuil-and-1484,This artwork conveys a feeling of awe.,0.3045438826084137
william-turner_prudhoe-castle-northumberland,This artwork conveys a feeling of awe.,0.4061943590641022
vasily-vereshchagin_looking-out-1873,This artwork conveys a feeling of contentment.,0.26659294962882996
annibale-carracci_the-fishing,This artwork conveys a feeling of contentment.,0.4539297819137573
tintoretto_sts-helen-and-barbara-adoring-the-cross,This artwork conveys a feeling of awe.,0.39344707131385803
hans-memling_the-donor-from-the-right-wing-of-the-diptych-of-maerten-van-nieuwenhove-1487,This artwork conveys a feeling of contentment.,0.3138197064399719
giovanni-battista-tiepolo_abraham-and-the-three-angels,This artwork conveys a feeling of disgust.,0.21764513850212097
james-mcneill-whistler_design-for-a-mosaic-1891,This artwork conveys a feeling of contentment.,0.4130624234676361
odilon-redon_red-thorns,This artwork conveys a feeling of contentment.,0.27159467339515686
pierre-auguste-renoir_the-reader-young-woman-reading-a-book-1876,This artwork conveys a feeling of contentment.,0.5043200850486755
titian_emperor-charles-1548-1,This artwork conveys a feeling of contentment.,0.1758010983467102
pierre-auguste-renoir_the-garden,This artwork conveys a feeling of contentment.,0.38604214787483215
benjamin-west_george-iii-of-the-united-kingdom-1779,This artwork conveys a feeling of disgust.,0.2508654296398163
peter-paul-rubens_hygeia-goddess-of-health,This artwork conveys a feeling of disgust.,0.39990824460983276
