painting,emotion,repetition
andy-warhol_cherub-and-horse-1956,amusement,5
andy-warhol_cherub-and-horse-1956,amusement,5
andy-warhol_cherub-and-horse-1956,amusement,5
andy-warhol_cherub-and-horse-1956,contentment,5
andy-warhol_cherub-and-horse-1956,disgust,5
annibale-carracci_translation-of-the-holy-house,awe,5
annibale-carracci_translation-of-the-holy-house,awe,5
annibale-carracci_translation-of-the-holy-house,awe,5
annibale-carracci_translation-of-the-holy-house,awe,5
annibale-carracci_translation-of-the-holy-house,awe,5
john-french-sloan_my-wife-in-blue-1917,contentment,5
john-french-sloan_my-wife-in-blue-1917,amusement,5
john-french-sloan_my-wife-in-blue-1917,sadness,5
john-french-sloan_my-wife-in-blue-1917,contentment,5
giovanni-domenico-tiepolo_minuet-1756,amusement,5
giovanni-domenico-tiepolo_minuet-1756,amusement,5
giovanni-domenico-tiepolo_minuet-1756,fear,5
giovanni-domenico-tiepolo_minuet-1756,amusement,5
giovanni-domenico-tiepolo_minuet-1756,fear,5
pavel-fedotov_the-major-s-marriage-proposal-1851,contentment,5
pavel-fedotov_the-major-s-marriage-proposal-1851,contentment,5
pavel-fedotov_the-major-s-marriage-proposal-1851,sadness,5
pavel-fedotov_the-major-s-marriage-proposal-1851,amusement,5
vasily-sadovnikov_interior-of-trinitarian-church-in-vilnius-lithuania-1846,awe,5
vasily-sadovnikov_interior-of-trinitarian-church-in-vilnius-lithuania-1846,awe,5
vasily-sadovnikov_interior-of-trinitarian-church-in-vilnius-lithuania-1846,awe,5
vasily-sadovnikov_interior-of-trinitarian-church-in-vilnius-lithuania-1846,awe,5
vasily-sadovnikov_interior-of-trinitarian-church-in-vilnius-lithuania-1846,awe,5
edward-hopper_notre-dame,awe,5
edward-hopper_notre-dame,awe,5
peter-paul-rubens_the-assumption-of-mary-1622,awe,5
peter-paul-rubens_the-assumption-of-mary-1622,awe,5
peter-paul-rubens_the-assumption-of-mary-1622,awe,5
peter-paul-rubens_the-assumption-of-mary-1622,contentment,5
peter-paul-rubens_the-assumption-of-mary-1622,excitement,5
luca-signorelli_crucifixion-of-st-sepulchre,sadness,5
luca-signorelli_crucifixion-of-st-sepulchre,awe,5
luca-signorelli_crucifixion-of-st-sepulchre,awe,5
luca-signorelli_crucifixion-of-st-sepulchre,excitement,5
luca-signorelli_crucifixion-of-st-sepulchre,anger,5
rembrandt_the-adoration-of-the-sheperds-1652,fear,5
rembrandt_the-adoration-of-the-sheperds-1652,contentment,5
rembrandt_the-adoration-of-the-sheperds-1652,fear,5
rembrandt_the-adoration-of-the-sheperds-1652,fear,5
fernand-leger_three-musicians-1930,sadness,5
fernand-leger_three-musicians-1930,amusement,5
fernand-leger_three-musicians-1930,amusement,5
fernand-leger_three-musicians-1930,amusement,5
alphonse-mucha_rose,amusement,6
alphonse-mucha_rose,awe,6
alphonse-mucha_rose,awe,6
alphonse-mucha_rose,contentment,6
manabu-mabe_alvorada-da-industria-1966,disgust,6
manabu-mabe_alvorada-da-industria-1966,fear,6
manabu-mabe_alvorada-da-industria-1966,amusement,6
manabu-mabe_alvorada-da-industria-1966,awe,6
manabu-mabe_alvorada-da-industria-1966,disgust,6
odilon-redon_bouquet-of-flowers-in-a-blue-vase-1,awe,11
odilon-redon_bouquet-of-flowers-in-a-blue-vase-1,awe,11
odilon-redon_bouquet-of-flowers-in-a-blue-vase-1,contentment,11
odilon-redon_bouquet-of-flowers-in-a-blue-vase-1,awe,11
odilon-redon_bouquet-of-flowers-in-a-blue-vase-1,contentment,11
odilon-redon_bouquet-of-flowers-in-a-blue-vase-1,excitement,11
odilon-redon_bouquet-of-flowers-in-a-blue-vase-1,sadness,11
odilon-redon_bouquet-of-flowers-in-a-blue-vase-1,contentment,11
odilon-redon_bouquet-of-flowers-in-a-blue-vase-1,contentment,11
odilon-redon_bouquet-of-flowers-in-a-blue-vase-1,contentment,11
max-beckmann_christ-and-the-woman-taken-in-adultery,awe,49
max-beckmann_christ-and-the-woman-taken-in-adultery,fear,49
max-beckmann_christ-and-the-woman-taken-in-adultery,disgust,49
max-beckmann_christ-and-the-woman-taken-in-adultery,disgust,49
max-beckmann_christ-and-the-woman-taken-in-adultery,excitement,49
max-beckmann_christ-and-the-woman-taken-in-adultery,fear,49
max-beckmann_christ-and-the-woman-taken-in-adultery,fear,49
max-beckmann_christ-and-the-woman-taken-in-adultery,excitement,49
max-beckmann_christ-and-the-woman-taken-in-adultery,amusement,49
max-beckmann_christ-and-the-woman-taken-in-adultery,disgust,49
max-beckmann_christ-and-the-woman-taken-in-adultery,awe,49
max-beckmann_christ-and-the-woman-taken-in-adultery,amusement,49
max-beckmann_christ-and-the-woman-taken-in-adultery,fear,49
max-beckmann_christ-and-the-woman-taken-in-adultery,amusement,49
max-beckmann_christ-and-the-woman-taken-in-adultery,sadness,49
max-beckmann_christ-and-the-woman-taken-in-adultery,fear,49
max-beckmann_christ-and-the-woman-taken-in-adultery,amusement,49
max-beckmann_christ-and-the-woman-taken-in-adultery,anger,49
max-beckmann_christ-and-the-woman-taken-in-adultery,fear,49
max-beckmann_christ-and-the-woman-taken-in-adultery,awe,49
max-beckmann_christ-and-the-woman-taken-in-adultery,sadness,49
max-beckmann_christ-and-the-woman-taken-in-adultery,sadness,49
max-beckmann_christ-and-the-woman-taken-in-adultery,disgust,49
max-beckmann_christ-and-the-woman-taken-in-adultery,sadness,49
max-beckmann_christ-and-the-woman-taken-in-adultery,sadness,49
max-beckmann_christ-and-the-woman-taken-in-adultery,excitement,49
max-beckmann_christ-and-the-woman-taken-in-adultery,anger,49
max-beckmann_christ-and-the-woman-taken-in-adultery,fear,49
max-beckmann_christ-and-the-woman-taken-in-adultery,sadness,49
max-beckmann_christ-and-the-woman-taken-in-adultery,fear,49
max-beckmann_christ-and-the-woman-taken-in-adultery,disgust,49
max-beckmann_christ-and-the-woman-taken-in-adultery,disgust,49
max-beckmann_christ-and-the-woman-taken-in-adultery,sadness,49
max-beckmann_christ-and-the-woman-taken-in-adultery,disgust,49
max-beckmann_christ-and-the-woman-taken-in-adultery,anger,49
max-beckmann_christ-and-the-woman-taken-in-adultery,fear,49
max-beckmann_christ-and-the-woman-taken-in-adultery,sadness,49
max-beckmann_christ-and-the-woman-taken-in-adultery,contentment,49
max-beckmann_christ-and-the-woman-taken-in-adultery,fear,49
max-beckmann_christ-and-the-woman-taken-in-adultery,excitement,49
max-beckmann_christ-and-the-woman-taken-in-adultery,fear,49
max-beckmann_christ-and-the-woman-taken-in-adultery,disgust,49
felicien-rops_human-pardon-1881,fear,5
felicien-rops_human-pardon-1881,fear,5
felicien-rops_human-pardon-1881,amusement,5
felicien-rops_human-pardon-1881,fear,5
felicien-rops_human-pardon-1881,sadness,5
rembrandt_moses-smashing-the-tablets-of-the-law-1659,fear,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,fear,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,fear,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,awe,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,anger,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,awe,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,fear,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,sadness,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,awe,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,fear,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,fear,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,sadness,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,excitement,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,sadness,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,awe,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,amusement,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,contentment,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,awe,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,awe,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,sadness,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,awe,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,sadness,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,awe,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,contentment,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,sadness,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,awe,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,sadness,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,awe,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,fear,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,awe,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,contentment,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,awe,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,sadness,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,fear,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,fear,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,sadness,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,sadness,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,excitement,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,fear,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,excitement,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,awe,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,awe,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,anger,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,fear,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,awe,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,sadness,51
rembrandt_moses-smashing-the-tablets-of-the-law-1659,awe,51
manabu-mabe_passage-de-fuego-1961,fear,5
manabu-mabe_passage-de-fuego-1961,fear,5
manabu-mabe_passage-de-fuego-1961,fear,5
manabu-mabe_passage-de-fuego-1961,awe,5
manabu-mabe_passage-de-fuego-1961,awe,5
stanley-pinker_sun-and-moon-flower,amusement,5
stanley-pinker_sun-and-moon-flower,contentment,5
stanley-pinker_sun-and-moon-flower,excitement,5
stanley-pinker_sun-and-moon-flower,contentment,5
giovanni-battista-tiepolo_apparition-of-the-virgin-to-st-simon-stock-1749,sadness,5
giovanni-battista-tiepolo_apparition-of-the-virgin-to-st-simon-stock-1749,sadness,5
giovanni-battista-tiepolo_apparition-of-the-virgin-to-st-simon-stock-1749,awe,5
giovanni-battista-tiepolo_apparition-of-the-virgin-to-st-simon-stock-1749,awe,5
giovanni-battista-tiepolo_apparition-of-the-virgin-to-st-simon-stock-1749,awe,5
frans-snyders_still-life-with-fruit-basket-and-game,contentment,5
frans-snyders_still-life-with-fruit-basket-and-game,disgust,5
frans-snyders_still-life-with-fruit-basket-and-game,awe,5
frans-snyders_still-life-with-fruit-basket-and-game,disgust,5
bernardo-bellotto_view-of-turin-from-the-gardens-of-the-palazzo-reale-1745,awe,11
bernardo-bellotto_view-of-turin-from-the-gardens-of-the-palazzo-reale-1745,awe,11
bernardo-bellotto_view-of-turin-from-the-gardens-of-the-palazzo-reale-1745,contentment,11
bernardo-bellotto_view-of-turin-from-the-gardens-of-the-palazzo-reale-1745,awe,11
bernardo-bellotto_view-of-turin-from-the-gardens-of-the-palazzo-reale-1745,contentment,11
bernardo-bellotto_view-of-turin-from-the-gardens-of-the-palazzo-reale-1745,awe,11
bernardo-bellotto_view-of-turin-from-the-gardens-of-the-palazzo-reale-1745,fear,11
bernardo-bellotto_view-of-turin-from-the-gardens-of-the-palazzo-reale-1745,sadness,11
bernardo-bellotto_view-of-turin-from-the-gardens-of-the-palazzo-reale-1745,sadness,11
bernardo-bellotto_view-of-turin-from-the-gardens-of-the-palazzo-reale-1745,awe,11
konrad-witz_abishai-kneeling-before-david,awe,5
konrad-witz_abishai-kneeling-before-david,contentment,5
konrad-witz_abishai-kneeling-before-david,awe,5
konrad-witz_abishai-kneeling-before-david,awe,5
joan-mitchell_untitled-1987,excitement,5
joan-mitchell_untitled-1987,amusement,5
joan-mitchell_untitled-1987,amusement,5
joan-mitchell_untitled-1987,excitement,5
joan-mitchell_untitled-1987,excitement,5
allan-ramsay_portrait-of-william-colyear-viscount-milsington,awe,5
allan-ramsay_portrait-of-william-colyear-viscount-milsington,awe,5
allan-ramsay_portrait-of-william-colyear-viscount-milsington,anger,5
allan-ramsay_portrait-of-william-colyear-viscount-milsington,awe,5
allan-ramsay_portrait-of-william-colyear-viscount-milsington,awe,5
paula-modersohn-becker_mother-and-child,amusement,5
paula-modersohn-becker_mother-and-child,disgust,5
paula-modersohn-becker_mother-and-child,amusement,5
paula-modersohn-becker_mother-and-child,excitement,5
mikhail-vrubel_hamlet-and-ophelia-1884,sadness,5
mikhail-vrubel_hamlet-and-ophelia-1884,fear,5
mikhail-vrubel_hamlet-and-ophelia-1884,fear,5
mikhail-vrubel_hamlet-and-ophelia-1884,fear,5
mikhail-vrubel_hamlet-and-ophelia-1884,fear,5
albrecht-durer_christ-being-crowned-with-thorns-1510,fear,6
albrecht-durer_christ-being-crowned-with-thorns-1510,fear,6
albrecht-durer_christ-being-crowned-with-thorns-1510,disgust,6
albrecht-durer_christ-being-crowned-with-thorns-1510,sadness,6
albrecht-durer_christ-being-crowned-with-thorns-1510,disgust,6
albrecht-durer_christ-being-crowned-with-thorns-1510,fear,6
edvard-munch_self-portrait-in-hell-1903,fear,5
edvard-munch_self-portrait-in-hell-1903,fear,5
edvard-munch_self-portrait-in-hell-1903,fear,5
edvard-munch_self-portrait-in-hell-1903,fear,5
thomas-gainsborough_portrait-of-grace-dalrymple-elliott,contentment,5
thomas-gainsborough_portrait-of-grace-dalrymple-elliott,awe,5
thomas-gainsborough_portrait-of-grace-dalrymple-elliott,awe,5
thomas-gainsborough_portrait-of-grace-dalrymple-elliott,awe,5
thomas-gainsborough_portrait-of-grace-dalrymple-elliott,awe,5
orest-kiprensky_portrait-of-the-artist-s-father-adam-karlovich-schwalbe-1804,contentment,5
orest-kiprensky_portrait-of-the-artist-s-father-adam-karlovich-schwalbe-1804,fear,5
orest-kiprensky_portrait-of-the-artist-s-father-adam-karlovich-schwalbe-1804,disgust,5
orest-kiprensky_portrait-of-the-artist-s-father-adam-karlovich-schwalbe-1804,fear,5
orest-kiprensky_portrait-of-the-artist-s-father-adam-karlovich-schwalbe-1804,awe,5
marc-chagall_window-in-artist-s-studio-1976,excitement,5
marc-chagall_window-in-artist-s-studio-1976,contentment,5
marc-chagall_window-in-artist-s-studio-1976,contentment,5
marc-chagall_window-in-artist-s-studio-1976,contentment,5
marc-chagall_window-in-artist-s-studio-1976,excitement,5
william-hogarth_portrait-of-augusta-of-saxe-gotha,excitement,6
william-hogarth_portrait-of-augusta-of-saxe-gotha,awe,6
william-hogarth_portrait-of-augusta-of-saxe-gotha,awe,6
william-hogarth_portrait-of-augusta-of-saxe-gotha,contentment,6
william-hogarth_portrait-of-augusta-of-saxe-gotha,awe,6
william-hogarth_portrait-of-augusta-of-saxe-gotha,contentment,6
gerrit-dou_still-life-with-a-boy-blowing-soap-bubbles-1636,awe,5
gerrit-dou_still-life-with-a-boy-blowing-soap-bubbles-1636,awe,5
gerrit-dou_still-life-with-a-boy-blowing-soap-bubbles-1636,fear,5
gerrit-dou_still-life-with-a-boy-blowing-soap-bubbles-1636,excitement,5
gerrit-dou_still-life-with-a-boy-blowing-soap-bubbles-1636,contentment,5
david-teniers-the-younger_the-picture-gallery-of-archduke-leopold-wilhelm-1640,excitement,5
david-teniers-the-younger_the-picture-gallery-of-archduke-leopold-wilhelm-1640,awe,5
david-teniers-the-younger_the-picture-gallery-of-archduke-leopold-wilhelm-1640,awe,5
david-teniers-the-younger_the-picture-gallery-of-archduke-leopold-wilhelm-1640,awe,5
david-teniers-the-younger_the-picture-gallery-of-archduke-leopold-wilhelm-1640,amusement,5
heorhiy-narbut_illustration-to-three-fables-of-krylov-1911-2,disgust,5
heorhiy-narbut_illustration-to-three-fables-of-krylov-1911-2,fear,5
heorhiy-narbut_illustration-to-three-fables-of-krylov-1911-2,fear,5
heorhiy-narbut_illustration-to-three-fables-of-krylov-1911-2,fear,5
heorhiy-narbut_illustration-to-three-fables-of-krylov-1911-2,amusement,5
benozzo-gozzoli_saint-ursula-with-angels-and-donor-detail-1,sadness,5
benozzo-gozzoli_saint-ursula-with-angels-and-donor-detail-1,contentment,5
benozzo-gozzoli_saint-ursula-with-angels-and-donor-detail-1,awe,5
benozzo-gozzoli_saint-ursula-with-angels-and-donor-detail-1,awe,5
benozzo-gozzoli_saint-ursula-with-angels-and-donor-detail-1,awe,5
maurice-prendergast_easter-procession-st-mark-s,awe,5
maurice-prendergast_easter-procession-st-mark-s,awe,5
maurice-prendergast_easter-procession-st-mark-s,contentment,5
maurice-prendergast_easter-procession-st-mark-s,awe,5
maurice-prendergast_easter-procession-st-mark-s,excitement,5
bernardo-bellotto_view-of-warsaw-from-the-terrace-of-the-royal-castle-1773,contentment,5
bernardo-bellotto_view-of-warsaw-from-the-terrace-of-the-royal-castle-1773,awe,5
bernardo-bellotto_view-of-warsaw-from-the-terrace-of-the-royal-castle-1773,fear,5
bernardo-bellotto_view-of-warsaw-from-the-terrace-of-the-royal-castle-1773,awe,5
bernardo-bellotto_view-of-warsaw-from-the-terrace-of-the-royal-castle-1773,excitement,5
konstantinos-volanakis_naval-battle-at-lissa-1869,fear,5
konstantinos-volanakis_naval-battle-at-lissa-1869,fear,5
konstantinos-volanakis_naval-battle-at-lissa-1869,fear,5
konstantinos-volanakis_naval-battle-at-lissa-1869,fear,5
konstantinos-volanakis_naval-battle-at-lissa-1869,fear,5
theo-van-doesburg_a-dog-1899,sadness,5
theo-van-doesburg_a-dog-1899,contentment,5
theo-van-doesburg_a-dog-1899,contentment,5
theo-van-doesburg_a-dog-1899,amusement,5
pavel-svinyin_the-monument-to-alexander-hamilton-at-weehawken,contentment,5
pavel-svinyin_the-monument-to-alexander-hamilton-at-weehawken,sadness,5
pavel-svinyin_the-monument-to-alexander-hamilton-at-weehawken,contentment,5
pavel-svinyin_the-monument-to-alexander-hamilton-at-weehawken,contentment,5
pavel-svinyin_the-monument-to-alexander-hamilton-at-weehawken,fear,5
fernando-calhau_untitled-1968,contentment,6
fernando-calhau_untitled-1968,contentment,6
fernando-calhau_untitled-1968,amusement,6
fernando-calhau_untitled-1968,disgust,6
fernando-calhau_untitled-1968,contentment,6
vasily-vereshchagin_samarkand-zindan-underground-prison-1873,awe,5
vasily-vereshchagin_samarkand-zindan-underground-prison-1873,sadness,5
vasily-vereshchagin_samarkand-zindan-underground-prison-1873,fear,5
vasily-vereshchagin_samarkand-zindan-underground-prison-1873,fear,5
vasily-vereshchagin_samarkand-zindan-underground-prison-1873,excitement,5
vasily-vereshchagin_the-apotheosis-of-war-1871,awe,6
vasily-vereshchagin_the-apotheosis-of-war-1871,disgust,6
vasily-vereshchagin_the-apotheosis-of-war-1871,fear,6
vasily-vereshchagin_the-apotheosis-of-war-1871,disgust,6
vasily-vereshchagin_the-apotheosis-of-war-1871,fear,6
vasily-vereshchagin_the-apotheosis-of-war-1871,fear,6
robert-indiana_summer-i-hope-wall-rainbow-roll-1-2010,amusement,5
robert-indiana_summer-i-hope-wall-rainbow-roll-1-2010,disgust,5
robert-indiana_summer-i-hope-wall-rainbow-roll-1-2010,excitement,5
robert-indiana_summer-i-hope-wall-rainbow-roll-1-2010,amusement,5
amedeo-modigliani_reclining-nude-1917-1,disgust,6
amedeo-modigliani_reclining-nude-1917-1,contentment,6
amedeo-modigliani_reclining-nude-1917-1,awe,6
amedeo-modigliani_reclining-nude-1917-1,awe,6
amedeo-modigliani_reclining-nude-1917-1,contentment,6
amedeo-modigliani_reclining-nude-1917-1,awe,6
ilya-mashkov_still-life-with-dahlias-1912,awe,5
ilya-mashkov_still-life-with-dahlias-1912,excitement,5
ilya-mashkov_still-life-with-dahlias-1912,contentment,5
ilya-mashkov_still-life-with-dahlias-1912,contentment,5
ilya-mashkov_still-life-with-dahlias-1912,contentment,5
francois-boucher_the-toilet,amusement,5
francois-boucher_the-toilet,contentment,5
francois-boucher_the-toilet,amusement,5
francois-boucher_the-toilet,amusement,5
francois-boucher_the-toilet,contentment,5
giovanni-boldini_the-model-and-the-mannequin-1873,fear,5
giovanni-boldini_the-model-and-the-mannequin-1873,disgust,5
giovanni-boldini_the-model-and-the-mannequin-1873,amusement,5
giovanni-boldini_the-model-and-the-mannequin-1873,disgust,5
giovanni-boldini_the-model-and-the-mannequin-1873,excitement,5
giovanni-battista-tiepolo_rinaldo-and-armida-are-surprised-by-ubaldo-and-carlo-1755,contentment,5
giovanni-battista-tiepolo_rinaldo-and-armida-are-surprised-by-ubaldo-and-carlo-1755,sadness,5
giovanni-battista-tiepolo_rinaldo-and-armida-are-surprised-by-ubaldo-and-carlo-1755,awe,5
giovanni-battista-tiepolo_rinaldo-and-armida-are-surprised-by-ubaldo-and-carlo-1755,fear,5
giovanni-battista-tiepolo_rinaldo-and-armida-are-surprised-by-ubaldo-and-carlo-1755,fear,5
albrecht-durer_lobster-1495-1,contentment,5
albrecht-durer_lobster-1495-1,disgust,5
albrecht-durer_lobster-1495-1,disgust,5
albrecht-durer_lobster-1495-1,disgust,5
albrecht-durer_lobster-1495-1,fear,5
pierre-auguste-renoir_madame-monet-reading,contentment,5
pierre-auguste-renoir_madame-monet-reading,contentment,5
pierre-auguste-renoir_madame-monet-reading,contentment,5
pierre-auguste-renoir_madame-monet-reading,contentment,5
pierre-auguste-renoir_madame-monet-reading,amusement,5
hans-memling_st-ursula-and-her-companions-from-the-reliquary-of-st-ursula-1489,disgust,5
hans-memling_st-ursula-and-her-companions-from-the-reliquary-of-st-ursula-1489,awe,5
hans-memling_st-ursula-and-her-companions-from-the-reliquary-of-st-ursula-1489,awe,5
hans-memling_st-ursula-and-her-companions-from-the-reliquary-of-st-ursula-1489,contentment,5
hans-memling_st-ursula-and-her-companions-from-the-reliquary-of-st-ursula-1489,fear,5
marc-chagall_isaiah-1956,sadness,5
marc-chagall_isaiah-1956,fear,5
marc-chagall_isaiah-1956,fear,5
marc-chagall_isaiah-1956,awe,5
paolo-uccello_crucifixion-1430,awe,5
paolo-uccello_crucifixion-1430,contentment,5
paolo-uccello_crucifixion-1430,awe,5
paolo-uccello_crucifixion-1430,fear,5
benozzo-gozzoli_view-of-the-right-hand-wall-of-the-chapel-1465,awe,6
benozzo-gozzoli_view-of-the-right-hand-wall-of-the-chapel-1465,awe,6
benozzo-gozzoli_view-of-the-right-hand-wall-of-the-chapel-1465,excitement,6
benozzo-gozzoli_view-of-the-right-hand-wall-of-the-chapel-1465,contentment,6
benozzo-gozzoli_view-of-the-right-hand-wall-of-the-chapel-1465,awe,6
benozzo-gozzoli_view-of-the-right-hand-wall-of-the-chapel-1465,excitement,6
william-turner_prudhoe-castle-northumberland,awe,5
william-turner_prudhoe-castle-northumberland,awe,5
william-turner_prudhoe-castle-northumberland,awe,5
william-turner_prudhoe-castle-northumberland,contentment,5
william-turner_prudhoe-castle-northumberland,contentment,5
hieronymus-bosch_two-monsters,fear,5
hieronymus-bosch_two-monsters,disgust,5
hieronymus-bosch_two-monsters,amusement,5
hieronymus-bosch_two-monsters,awe,5
hieronymus-bosch_two-monsters,disgust,5
franz-kline_scudera-1961,fear,5
franz-kline_scudera-1961,fear,5
franz-kline_scudera-1961,fear,5
franz-kline_scudera-1961,fear,5
billy-apple_photo-of-billy-apple-1964,awe,5
odilon-redon_red-thorns,contentment,5
odilon-redon_red-thorns,sadness,5
odilon-redon_red-thorns,awe,5
odilon-redon_red-thorns,awe,5
edouard-manet_woman-in-a-tub,anger,5
edouard-manet_woman-in-a-tub,awe,5
